карл	карл	карл
некалькі	несколько	несколько
прэзерватываў	презервативов	презервативов
.	.	.
ты	ты	ты
не	не	не
,	,	,
ён	он	он
.	.	.
колькі	сколько	сколько
вам	вам	вам
трэба	нужно	нужно
?	?	?
дакладчык	докладчик	докладчик
не	не	не
падышоў	подошёл	подошёл
,	,	,
і	и	и
сход	собрание	собрание
позна	поздно	поздно
.	.	.
windows	windows	windows
вось	вот	вот
.	.	.
на	на	на
вечарыну	вечеринку	вечеринку
?	?	?
ні	ни	ни
за	за	за
што	что	что
!	!	!
ён	он	он
сябе	себя	себя
героем	героем	героем
.	.	.
—	—	—
мова	язык	язык
!	!	!
гэты	этот	этот
шлях	путь	путь
дажджу	дождя	дождя
.	.	.
ты	ты	ты
можаш	можешь	можешь
пайсці	пойти	пойти
са	со	со
мной	мной	мной
разам	вместе	вместе
.	.	.
я	я	я
ніколі	никогда	никогда
не	не	не
пра	о	о
.	.	.
па	по	по
горада	города	города
ў	в	в
горад	город	город
.	.	.
я	я	я
я	я	я
,	,	,
што	что	что
я	я	я
я	я	я
яго	его	его
.	.	.
дзяўчына	девушка	девушка
дзяўчына	погоды	погоды
,	,	,
,	что	что
што	как	как
як	максимум	максимум
нас	нас	нас
нас	сегодня	сегодня
як	вечером	вечером
будзе	будет	будет
будзе	слабый	слабый
слабы	дождь	дождь
дождж	.	.
,	,	,
я	я	я
яшчэ	ещё	ещё
не	не	не
.	.	.
нас	нас	нас
сёння	сегодня	сегодня
заняткаў	занятий	занятий
,	,	,
нядзеля	это	это
.	воскресенье	воскресенье
,	,	,
што	что	что
такія	такие	такие
выпадковасці	случайности	случайности
зусім	совсем	совсем
не	не	не
.	.	.
дала	дала	дала
гадзіннік	часы	часы
.	.	.
яго	его	его
немагчыма	невозможно	невозможно
.	.	.
я	я	я
папрасіў	попросил	попросил
і	и	и
кавы	кофе	кофе
.	.	.
я	я	я
не	не	не
я	ничего	ничего
з	с	с
,	,	,
што	что	что
ён	он	он
.	.	.
ён	он	он
убег	вбежал	вбежал
у	в	в
.	.	.
ён	он	он
.	.	.
хто	кто	кто
хоча	хочет	хочет
какаву	какао	какао
?	?	?
,	,	,
я	я	я
кіну	брошу	брошу
тэатр	театр	театр
і	и	и
не	не	не
буду	буду	буду
спяваць	петь	петь
.	.	.
б	бы	бы
я	я	я
я	я	я
птушкай	птицей	птицей
,	,	,
я	я	я
я	я	я
б	бы	бы
да	к	к
.	.	.
палец	палец	палец
ці	или	или
,	,	,
каб	чтобы	чтобы
іншую	другое	другое
жывёлу	животное	животное
.	.	.
менавіта	именно	именно
частка	часть	часть
»	тебе	тебе
незразумелая	?	?
наступныя	следующие	следующие
сказы	предложения	предложения
на	на	на
.	.	.
мы	мы	мы
мужчыны	мужчины	мужчины
.	.	.
«	«	«
»	»	»
—	—	—
—	настоящий	настоящий
сапраўдны	шедевр	шедевр
шэдэўр	современной	современной
літаратуры	.	.
гэты	этот	этот
знак	знак	знак
,	,	,
што	что	что
адказ	ответ	ответ
правільны	правильный	правильный
.	.	.
кінь	брось	брось
!	!	!
можа	может	может
навіна	эта	эта
навіна	новость	новость
быць	быть	быть
праўдай	правдой	правдой
?	?	?
,	,	,
палярная	полярная	полярная
.	.	.
братоў	братьев	братьев
роду	рода	рода
,	,	,
а	а	а
мужчынскага	мужского	мужского
.	.	.
.	.	.
мой	мой	мой
брат	брат	брат
можа	может	может
вельмі	очень	очень
хутка	быстро	быстро
.	.	.
я	я	я
навучыўся	научился	научился
жыць	жить	жить
без	без	без
яе	неё	неё
.	.	.
чый	чей	чей
?	?	?
у	в	в
было	довольно	довольно
шмат	много	много
гнілых	гнилых	гнилых
яблыкаў	яблок	яблок
.	.	.
гадзіннік	часы	часы
на	на	на
ратушы	ратуше	ратуше
ўпершыню	впервые	впервые
ў	в	в
1404	1404	1404
.	.	.
ні	ни	ни
ні	ни	ни
ні	ни	ни
віно	вино	вино
,	,	,
,	,	,
ні	ни	ни
ні	ни	ни
ні	ни	ни
опіум	опиум	опиум
,	,	,
,	,	,
ні	ни	ни
ні	ни	ни
ні	ни	ни
тытунь	табак	табак
для	для	для
жыцця	жизни	жизни
людзей	людей	людей
.	.	.
ці	или	или
ці	или	или
туды	туда	туда
,	,	,
ці	или	или
ці	или	или
сюды	сюда	сюда
.	.	.
провад	провод	провод
.	.	.
эсперанта	эсперанто	эсперанто
!	!	!
разетка	розетка	розетка
.	.	.
дзе	где	где
?	?	?
на	на	на
экзамене	экзамене	экзамене
!	!	!
—	—	—
выспа	остров	остров
.	.	.
2012	конце	конце
2012	2012	2012
года	года	года
беларусі	президент	президент
зноў	беларуси	беларуси
увёў	снова	снова
прэзідэнт	ввёл	ввёл
,	,	,
я	я	я
свой	свой	свой
уклад	вклад	вклад
.	.	.
я	я	я
на	на	на
ў	в	в
час	время	время
.	.	.
дзе	где	где
мой	мои	мои
гадзіннік	часы	часы
?	?	?
я	я	я
б	бы	бы
з	с	с
радасцю	радостью	радостью
гэта	всё	всё
,	,	,
але	но	но
не	не	не
.	.	.
сусвеце	вселенной	вселенной
шмат	много	много
галактык	галактик	галактик
.	.	.
каму	кому	кому
какаву	какао	какао
?	?	?
колькі	сколько	сколько
засталося	осталось	осталось
бутэрбродаў	бутербродов	бутербродов
?	?	?
я	я	я
хачу	хочу	хочу
.	.	.
я	я	я
я	я	я
,	,	,
таму	поэтому	поэтому
я	я	я
я	я	я
.	.	.
што	то	то
,	,	,
,	,	,
што	что	что
з	с	с
,	,	,
,	,	,
бутэлька	бутылка	бутылка
.	.	.
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
ён	что	что
ён	что	что
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
не	не	не
не	не	не
мог	мог	мог
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
:	он	он
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
што	которому	которому
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
я	я	я
я	я	я
не	не	не
не	не	не
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
я	я	я
я	я	я
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
што	что	что
адбываецца	происходит	происходит
?	?	?
вельмі	очень	очень
доўгія	длинные	длинные
.	.	.
еўропа	европа	европа
—	—	—
паўвостраў	полуостров	полуостров
у	в	в
заходняй	западной	западной
еўразіі	евразии	евразии
.	.	.
і	и	и
.	.	.
я	я	я
аматар	большой	большой
.	.	.
гэта	всё	всё
,	,	,
што	что	что
я	я	я
хачу	хочу	хочу
ты	ты	ты
.	.	.
чаму	почему	почему
?	?	?
перад	перед	перед
ён	он	он
прыняў	принял	принял
душ	душ	душ
.	.	.
ён	он	он
курыць	курить	курить
.	.	.
.	.	.
машына	машина	машина
«	«	«
thunder	thunder	thunder
giant	giant	giant
чый	чей	чей
парасон	зонтик	зонтик
?	?	?
горная	горная	горная
была	была	была
коўдрай	одеялом	одеялом
,	,	,
мяккая	мягкая	мягкая
і	и	и
зручная	удобная	удобная
для	для	для
хадзьбы	ходьбы	ходьбы
.	.	.
каб	чтобы	чтобы
яго	его	его
пераканаць	убедить	убедить
,	,	,
1000	1000	1000
.	.	.
ён	он	он
раман	роман	роман
.	.	.
чаму	почему	почему
вы	вы	вы
не	не	не
прыйшлі	пришли	пришли
?	?	?
сучасных	современных	современных
карцін	картин	картин
.	.	.
пакінула	оставила	оставила
сястру	сестру	сестру
,	,	,
каб	чтобы	чтобы
.	.	.
ён	он	он
вярнуўся	вернулся	вернулся
майстэрні	мастерской	мастерской
.	.	.
у	в	в
месцы	месте	месте
.	.	.
demetrius	demetrius	demetrius
на	на	на
я	я	я
.	.	.
не	не	не
.	.	.
ён	он	он
ужо	уже	уже
,	,	,
што	что	что
?	?	?
тайфун	тайфун	тайфун
вельмі	очень	очень
шмат	много	много
каровы	коровы	коровы
траву	траву	траву
.	.	.
прынц	принц	принц
,	,	,
што	что	что
дзяўчыну	молодую	молодую
дзяўчыну	девушку	девушку
,	,	,
!	!	!
яшчэ	ещё	ещё
таго	того	того
,	,	,
як	как	как
я	я	я
ў	в	в
сяргея	сергея	сергея
.	.	.
калі	когда	когда
я	я	я
глядзеў	смотрел	смотрел
,	,	,
будучыня	будущее	будущее
мяне	меня	меня
перад	перед	перед
.	.	.
не	не	не
пытанні	своему	своему
.	.	.
я	я	я
вас	вас	вас
.	.	.
яго	его	его
раман	роман	роман
добра	хорошо	хорошо
шанс	шанс	шанс
яго	его	его
ўбачыць	увидеть	увидеть
.	.	.
вялікі	большая	большая
гарбуз	тыква	тыква
!	!	!
мэра	мэра	мэра
ў	в	в
.	.	.
аднойчы	однажды	однажды
ты	ты	ты
прачнешся	проснёшься	проснёшься
і	и	и
зразумееш	поймёшь	поймёшь
,	,	,
што	что	что
памёр	умер	умер
.	.	.
палітыка	политика	политика
.	.	.
чаму	почему	почему
людзі	люди	люди
?	?	?
вочы	закрой	закрой
вочы	глаза	глаза
.	.	.
ты	ты	ты
верыш	веришь	веришь
у	в	в
?	?	?
відавочна	очевидно	очевидно
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
што	что	что
сэнс	смысл	смысл
гэтых	этих	этих
тэорый	теорий	теорий
заключаецца	заключается	заключается
ў	в	в
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
каб	чтобы	чтобы
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
зняць	снять	снять
з	с	с
адказнасць	ответственность	ответственность
за	за	за
крывавыя	кровавые	кровавые
войны	войны	войны
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
што	что	что
,	,	,
,	,	,
,	,	,
,	,	,
,	,	,
